id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q520765,President of Hungary,Q28,Q28,,,1989-10-23,,,,President of Hungary
Q3315094,Prime Minister of Hungary,Q28,Q28,,Q651024,1848-03-17,,,,Prime Minister of Hungary
Q61314137,Deputy Prime Minister of Hungary,Q28,Q28,,,,,,,
Q470760,Minister of Civilian Intelligence Services,Q28,Q28,,,,,,,Minister of Civilian Intelligence Services (Hungary)
Q100999386,Minister of Commerce of Hungary,Q28,Q28,,,,,,,
Q98592801,Minister of Croatian Affairs of Hungary,Q28,,,Q1055725,1867,,,,
Q105682088,Minister of Culture,Q28,Q28,,,1957-01-01,,,,
Q282907,Minister of Defence of Hungary,Q28,Q28,,Q24206994,,,,,Minister of Defence (Hungary)
Q100319667,Minister of Economy and Transport,Q28,Q28,,,,2008-04-30,,,
Q104527509,Minister of Education and Religious Affairs of Hungary,Q28,Q28,,,,,,,
Q1162888,Minister of Education of Hungary,Q28,Q28,,,,,,,Minister of Education (Hungary)
Q107140976,Minister of Environment and Regional Policy,Q28,Q28,,,,,,,
Q107302560,minister of environmental protection and water management,Q28,Q28,,,,,,,
Q50586116,Minister of Foreign Affairs of Hungary,Q28,Q28,,,,,,,Minister of Foreign Affairs (Hungary)
Q102290657,Minister of Foreign Trade,Q28,Q28,,,,,,,
Q100989068,Minister of Heavy Industry of Hungary,Q28,Q28,,,,,,,
Q30577840,Minister of Interior of Hungary,Q28,Q28,,Q1162799,,,,,
Q50586662,Minister of Justice of Hungary,Q28,Q28,,,,,,,Minister of Justice (Hungary)
Q23645099,Minister of Labour,Q28,Q28,,,,,,,
Q106673467,Minister of Metallurgy and Machinery,Q28,Q28,,,1950-12-16,1980-12-31,,,
Q98843604,minister of national cultural heritage,Q28,Q28,,,,,,,
Q50586281,Minister of National Development of Hungary,Q28,Q28,,,,2018-05-18,,,
Q107610345,Minister of National Innovation and Technology,Q28,Q28,,,,,,,
Q668251,Minister of Public Works and Transport of Hungary,Q28,Q28,,Q24207213,,,,,Minister of Public Works and Transport (Hungary)
Q50588061,Minister of the Prime Minister's Office of Hungary,Q28,Q28,,,,,,,
Q102357105,Minister in charge of the Prime Minister's Office,Q28,,,,,,,,
Q107299743,ministrer of trade and industry,Q28,Q28,,,,,,,
Q106928605,"Minister for Transport, Communications and Energy",Q28,Q28,,,,,,,
Q100999362,Minister of Transport and Posts of Hungary,Q28,Q28,,,,,,,
Q23644987,Minister of Transport and Water Management,Q28,Q28,,,,,,,
Q17278782,Minister of Youth and Sports Affairs in Hungary,Q28,Q28,,,,,,,
Q107610390,Minister without Portfolio for Family Affairs,Q28,Q28,,,,,,,
Q59390956,Minister Without Portfolio For Managing National Wealth,Q28,Q28,,,,,,,
Q51955033,Minister Without Portfolio Responsible for the Execution of the Modern Cities Program,Q28,Q28,,,2017-10-02,,,,
Q51955028,"Minister Without Portfolio Responsible for the Planning, Building and Putting into Operation of the Two New Blocks of the Paks Nuclear Plant",Q28,Q28,,,2017-05-02,,,,
Q23645103,Secretary of State for Territorial Public Administration,Q28,,,,,,,,
Q468879,Speaker of the National Assembly of Hungary,Q28,,,,1920-02-18,,,,List of speakers of the National Assembly (Hungary)
Q50586423,chief of staff of the Prime Minister of Hungary,Q28,Q28,,,,,,,
Q16957508,Chief Prosecutor of Hungary,Q718422,Q28,,,1872,,,,Chief Prosecutor of Hungary
Q109470567,Chief of the General Staff of the Armed Forces of Hungary,,Q28,,,,,,,
Q16517044,Commissioner for Fundamental Rights,Q28,Q28,,,2012,,,,
Q1119126,government commissioner,Q28,Q28,,,,,,,
Q109470607,Governor of the Hungarian National Bank,Q28,,,,,,,,
